ID,TITLE,COLLECTION_URL,DOWNLOAD_URL,HAS_PICTURE,DESCRIPTION,SEARCH_TAGS,OBJ_DATA,RELATED_WORKS
s0101V1962,Torso of Venus,https://vangoghmuseum.nl/en/collection/s0101V1962,https://vangoghmuseum.nl/asset/download/s0101V1962,True,"{
    ""title"": ""Torso of Venus"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, June 1886"",
    ""details"": ""oil on cardboard, 35.3 cm x 27.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0102V1962,Kneeling Ecorché,https://vangoghmuseum.nl/en/collection/s0102V1962,https://vangoghmuseum.nl/asset/download/s0102V1962,True,"{
    ""title"": ""Kneeling Ecorché"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, June 1886"",
    ""details"": ""oil on cardboard, 35.2 cm x 26.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0103V1962,Male Torso,https://vangoghmuseum.nl/en/collection/s0103V1962,https://vangoghmuseum.nl/asset/download/s0103V1962,True,"{
    ""title"": ""Male Torso"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, June 1886"",
    ""details"": ""oil on cardboard, 35.0 cm x 27.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0104V1962,Daubigny's Garden,https://vangoghmuseum.nl/en/collection/s0104V1962,https://vangoghmuseum.nl/asset/download/s0104V1962,True,"{
    ""title"": ""Daubigny's Garden"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June 1890"",
    ""details"": ""oil on canvas, 51 cm x 51.2 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0105V1962,View of Auvers,https://vangoghmuseum.nl/en/collection/s0105V1962,https://vangoghmuseum.nl/asset/download/s0105V1962,True,"{
    ""title"": ""View of Auvers"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, May-June 1890"",
    ""details"": ""oil on canvas, 50.2 cm x 52.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0107V1962,Landscape at Twilight,https://vangoghmuseum.nl/en/collection/s0107V1962,https://vangoghmuseum.nl/asset/download/s0107V1962,True,"{
    ""title"": ""Landscape at Twilight"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June 1890"",
    ""details"": ""oil on canvas, 50.2 cm x 101 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0108V1962,Farmhouse,https://vangoghmuseum.nl/en/collection/s0108V1962,https://vangoghmuseum.nl/asset/download/s0108V1962,True,"{
    ""title"": ""Farmhouse"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, May-June 1890"",
    ""details"": ""oil on canvas, 38.9 cm x 46.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0109V1962,Vase of Flowers,https://vangoghmuseum.nl/en/collection/s0109V1962,https://vangoghmuseum.nl/asset/download/s0109V1962,True,"{
    ""title"": ""Vase of Flowers"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June 1890"",
    ""details"": ""oil on canvas, 42.2 cm x 29.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0110V1962,Garden with Butterflies,https://vangoghmuseum.nl/en/collection/s0110V1962,https://vangoghmuseum.nl/asset/download/s0110V1962,True,"{
    ""title"": ""Garden with Butterflies"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, Spring 1890"",
    ""details"": ""oil on canvas, 54.8 cm x 45.7 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0111V1962,Undergrowth,https://vangoghmuseum.nl/en/collection/s0111V1962,https://vangoghmuseum.nl/asset/download/s0111V1962,True,"{
    ""title"": ""Undergrowth"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, July 1889"",
    ""details"": ""oil on canvas, 49.0 cm x 64.3 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0112V1962,Reminiscence of Brabant,https://vangoghmuseum.nl/en/collection/s0112V1962,https://vangoghmuseum.nl/asset/download/s0112V1962,True,"{
    ""title"": ""Reminiscence of Brabant"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, March-April 1890"",
    ""details"": ""oil on canvas on panel, 29.4 cm x 36.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0113V1962,Portrait of a One-Eyed Man,https://vangoghmuseum.nl/en/collection/s0113V1962,https://vangoghmuseum.nl/asset/download/s0113V1962,True,"{
    ""title"": ""Portrait of a One-Eyed Man"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, Autumn 1889"",
    ""details"": ""oil on canvas, 56.5 cm x 36.6 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0114V1962,Bridge in the Rain (after Hiroshige),https://vangoghmuseum.nl/en/collection/s0114V1962,https://vangoghmuseum.nl/asset/download/s0114V1962,True,"{
    ""title"": ""Bridge in the Rain (after Hiroshige)"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, October-November 1887"",
    ""details"": ""oil on canvas, 73.3 cm x 53.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0115V1962,Flowering Plum Orchard (after Hiroshige),https://vangoghmuseum.nl/en/collection/s0115V1962,https://vangoghmuseum.nl/asset/download/s0115V1962,True,"{
    ""title"": ""Flowering Plum Orchard (after Hiroshige)"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, October-November 1887"",
    ""details"": ""oil on canvas, 55.6 cm x 46.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0116V1962,Courtesan (after Eisen),https://vangoghmuseum.nl/en/collection/s0116V1962,https://vangoghmuseum.nl/asset/download/s0116V1962,True,"{
    ""title"": ""Courtesan (after Eisen)"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, October-November 1887"",
    ""details"": ""oil on cotton, 100.7 cm x 60.7 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0117V1962,Seascape near Les Saintes-Maries-de-la-Mer,https://vangoghmuseum.nl/en/collection/s0117V1962,https://vangoghmuseum.nl/asset/download/s0117V1962,True,"{
    ""title"": ""Seascape near Les Saintes-Maries-de-la-Mer"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Arles, June 1888"",
    ""details"": ""oil on canvas, 50.5 cm x 64.3 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0118V1962,Ravine with a Small Stream,https://vangoghmuseum.nl/en/collection/s0118V1962,https://vangoghmuseum.nl/asset/download/s0118V1962,True,"{
    ""title"": ""Ravine with a Small Stream"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, October 1889"",
    ""details"": ""oil on canvas, 32.2 cm x 41.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0119V1962,View of a Butcher's Shop,https://vangoghmuseum.nl/en/collection/s0119V1962,https://vangoghmuseum.nl/asset/download/s0119V1962,True,"{
    ""title"": ""View of a Butcher's Shop"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Arles, February 1888"",
    ""details"": ""oil on canvas on cardboard, 39.7 cm x 33.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0120V1962,A Pair of Leather Clogs,https://vangoghmuseum.nl/en/collection/s0120V1962,https://vangoghmuseum.nl/asset/download/s0120V1962,True,"{
    ""title"": ""A Pair of Leather Clogs"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, Autumn 1889"",
    ""details"": ""oil on canvas, 32.2 cm x 40.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0121V1962,Sunflowers Gone to Seed,https://vangoghmuseum.nl/en/collection/s0121V1962,https://vangoghmuseum.nl/asset/download/s0121V1962,True,"{
    ""title"": ""Sunflowers Gone to Seed"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, August-September 1887"",
    ""details"": ""oil on cotton, 21.2 cm x 27.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0122V1962,Prawns and Mussels,https://vangoghmuseum.nl/en/collection/s0122V1962,https://vangoghmuseum.nl/asset/download/s0122V1962,True,"{
    ""title"": ""Prawns and Mussels"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, September-November 1886"",
    ""details"": ""oil on canvas, 26.5 cm x 34.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0123V1962,Skull,https://vangoghmuseum.nl/en/collection/s0123V1962,https://vangoghmuseum.nl/asset/download/s0123V1962,True,"{
    ""title"": ""Skull"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, May 1887"",
    ""details"": ""oil on canvas, 42.4 cm x 30.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0124V1962,A Crab on its Back,https://vangoghmuseum.nl/en/collection/s0124V1962,https://vangoghmuseum.nl/asset/download/s0124V1962,True,"{
    ""title"": ""A Crab on its Back"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, August-September 1887"",
    ""details"": ""oil on canvas, 38.0 cm x 46.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0125V1962,Portrait of Etienne-Lucien Martin,https://vangoghmuseum.nl/en/collection/s0125V1962,https://vangoghmuseum.nl/asset/download/s0125V1962,True,"{
    ""title"": ""Portrait of Etienne-Lucien Martin"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, November 1887"",
    ""details"": ""oil on canvas, 65.8 cm x 54.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0126V1962,Horse Chestnut Tree in Blossom,https://vangoghmuseum.nl/en/collection/s0126V1962,https://vangoghmuseum.nl/asset/download/s0126V1962,True,"{
    ""title"": ""Horse Chestnut Tree in Blossom"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, May 1887"",
    ""details"": ""oil on canvas, 55.8 cm x 46.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0127V1962,Shoes,https://vangoghmuseum.nl/en/collection/s0127V1962,https://vangoghmuseum.nl/asset/download/s0127V1962,True,"{
    ""title"": ""Shoes"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, January-February 1887"",
    ""details"": ""oil on cardboard, 32.7 cm x 40.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0128V1962,Skull,https://vangoghmuseum.nl/en/collection/s0128V1962,https://vangoghmuseum.nl/asset/download/s0128V1962,True,"{
    ""title"": ""Skull"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, May 1887"",
    ""details"": ""oil on canvas, 40.7 cm x 30.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0129V1962,Women on the Peat Moor,https://vangoghmuseum.nl/en/collection/s0129V1962,https://vangoghmuseum.nl/asset/download/s0129V1962,True,"{
    ""title"": ""Women on the Peat Moor"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nieuw Amsterdam, October 1883"",
    ""details"": ""oil on canvas, 27.8 cm x 36.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0130V1962,Farm with Stacks of Peat,https://vangoghmuseum.nl/en/collection/s0130V1962,https://vangoghmuseum.nl/asset/download/s0130V1962,True,"{
    ""title"": ""Farm with Stacks of Peat"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nieuw Amsterdam, October 1883"",
    ""details"": ""oil on canvas, 37.5 cm x 55.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0131V1962,Apples,https://vangoghmuseum.nl/en/collection/s0131V1962,https://vangoghmuseum.nl/asset/download/s0131V1962,True,"{
    ""title"": ""Apples"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, September-October 1887"",
    ""details"": ""oil on canvas, 45.7 cm x 60.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0132V1962,Head of a Woman,https://vangoghmuseum.nl/en/collection/s0132V1962,https://vangoghmuseum.nl/asset/download/s0132V1962,True,"{
    ""title"": ""Head of a Woman"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, March 1885"",
    ""details"": ""oil on canvas, 38.8 cm x 31.3 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0133M1970,Sunset in Montmartre,https://vangoghmuseum.nl/en/collection/s0133M1970,https://vangoghmuseum.nl/asset/download/s0133M1970,True,"{
    ""title"": ""Sunset in Montmartre"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, February-March 1887"",
    ""details"": ""oil on canvas, 21.5 cm x 46.4 cm"",
    ""credit"": ""Credits: Van Gogh Museum, Amsterdam""
}",,,
s0134V1962,Exterior of a Restaurant in Asnières,https://vangoghmuseum.nl/en/collection/s0134V1962,https://vangoghmuseum.nl/asset/download/s0134V1962,True,"{
    ""title"": ""Exterior of a Restaurant in Asnières"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, May - June 1887"",
    ""details"": ""oil on canvas, 18.8 cm x 27.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0135V1962r,Study for 'The Potato Eaters',https://vangoghmuseum.nl/en/collection/s0135V1962r,https://vangoghmuseum.nl/asset/download/s0135V1962r,True,"{
    ""title"": ""Study for 'The Potato Eaters'"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, April 1885"",
    ""details"": ""oil on canvas, 33.6 cm x 44.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0135V1962v,Self-Portrait,https://vangoghmuseum.nl/en/collection/s0135V1962v,https://vangoghmuseum.nl/asset/download/s0135V1962v,True,"{
    ""title"": ""Self-Portrait"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, July-August 1887"",
    ""details"": ""oil on canvas, 44.5 cm x 33.6 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0136V1973,Flying Fox,https://vangoghmuseum.nl/en/collection/s0136V1973,https://vangoghmuseum.nl/asset/download/s0136V1973,True,"{
    ""title"": ""Flying Fox"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, October-November 1884"",
    ""details"": ""oil on canvas, 41.5 cm x 79.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0137V1962,Still Life with Cabbage and Clogs,https://vangoghmuseum.nl/en/collection/s0137V1962,https://vangoghmuseum.nl/asset/download/s0137V1962,True,"{
    ""title"": ""Still Life with Cabbage and Clogs"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), The Hague, November-December 1881"",
    ""details"": ""oil on paper on panel, 34 cm x 55 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0138V1962,Still Life with Earthenware and Bottles,https://vangoghmuseum.nl/en/collection/s0138V1962,https://vangoghmuseum.nl/asset/download/s0138V1962,True,"{
    ""title"": ""Still Life with Earthenware and Bottles"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September-October 1885"",
    ""details"": ""oil on canvas, 40.1 cm x 56.3 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0139V1962,Head of a Woman,https://vangoghmuseum.nl/en/collection/s0139V1962,https://vangoghmuseum.nl/asset/download/s0139V1962,True,"{
    ""title"": ""Head of a Woman"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, March 1885"",
    ""details"": ""oil on canvas, 42.7 cm x 33.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0140V1962,The Vicarage at Nuenen,https://vangoghmuseum.nl/en/collection/s0140V1962,https://vangoghmuseum.nl/asset/download/s0140V1962,True,"{
    ""title"": ""The Vicarage at Nuenen"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September-October 1885"",
    ""details"": ""oil on canvas, 33.2 cm x 43 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0141M1977,Avenue of Poplars in Autumn,https://vangoghmuseum.nl/en/collection/s0141M1977,https://vangoghmuseum.nl/asset/download/s0141M1977,True,"{
    ""title"": ""Avenue of Poplars in Autumn"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, October 1884"",
    ""details"": ""oil on canvas on panel, 99 cm x 65.7 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (purchased with support from the Vincent van Gogh Foundation and the Rembrandt Association)""
}",,,
s0142V1962,Houses Seen from the Back,https://vangoghmuseum.nl/en/collection/s0142V1962,https://vangoghmuseum.nl/asset/download/s0142V1962,True,"{
    ""title"": ""Houses Seen from the Back"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Antwerp, December 1885-February 1886"",
    ""details"": ""oil on canvas, 43.7 cm x 33.7 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0143V1962,Portrait of a Prostitute,https://vangoghmuseum.nl/en/collection/s0143V1962,https://vangoghmuseum.nl/asset/download/s0143V1962,True,"{
    ""title"": ""Portrait of a Prostitute"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Antwerp, December 1885"",
    ""details"": ""oil on canvas, 46.3 cm x 38.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0144V1962,Vase with Gladioli and Chinese Asters,https://vangoghmuseum.nl/en/collection/s0144V1962,https://vangoghmuseum.nl/asset/download/s0144V1962,True,"{
    ""title"": ""Vase with Gladioli and Chinese Asters"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, August-September 1886"",
    ""details"": ""oil on canvas, 46.5 cm x 38.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0145V1962,An Old Woman of Arles,https://vangoghmuseum.nl/en/collection/s0145V1962,https://vangoghmuseum.nl/asset/download/s0145V1962,True,"{
    ""title"": ""An Old Woman of Arles"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Arles, February 1888"",
    ""details"": ""oil on canvas, 58 cm x 42 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0146V1962,Wheatfield,https://vangoghmuseum.nl/en/collection/s0146V1962,https://vangoghmuseum.nl/asset/download/s0146V1962,True,"{
    ""title"": ""Wheatfield"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Arles, June 1888"",
    ""details"": ""oil on canvas, 54 cm x 65 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0147V1962,Cypresses and Two Women,https://vangoghmuseum.nl/en/collection/s0147V1962,https://vangoghmuseum.nl/asset/download/s0147V1962,True,"{
    ""title"": ""Cypresses and Two Women"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, February 1890"",
    ""details"": ""oil on canvas on panel, 43.5 cm x 27.2 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0148V1962,Olive Trees on a Hillside,https://vangoghmuseum.nl/en/collection/s0148V1962,https://vangoghmuseum.nl/asset/download/s0148V1962,True,"{
    ""title"": ""Olive Trees on a Hillside"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Saint-Rémy-de-Provence, November-December 1889"",
    ""details"": ""oil on canvas, 33.4 cm x 40.2 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0150V1962,Basket of Apples,https://vangoghmuseum.nl/en/collection/s0150V1962,https://vangoghmuseum.nl/asset/download/s0150V1962,True,"{
    ""title"": ""Basket of Apples"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September 1885"",
    ""details"": ""oil on canvas, 33.5 cm x 44.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0151V1962,Basket of Apples,https://vangoghmuseum.nl/en/collection/s0151V1962,https://vangoghmuseum.nl/asset/download/s0151V1962,True,"{
    ""title"": ""Basket of Apples"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September 1885"",
    ""details"": ""oil on canvas, 45.0 cm x 60.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0152V1962,Basket of Potatoes,https://vangoghmuseum.nl/en/collection/s0152V1962,https://vangoghmuseum.nl/asset/download/s0152V1962,True,"{
    ""title"": ""Basket of Potatoes"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September 1885"",
    ""details"": ""oil on canvas, 50.8 cm x 66.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0153V1962,Basket of Potatoes,https://vangoghmuseum.nl/en/collection/s0153V1962,https://vangoghmuseum.nl/asset/download/s0153V1962,True,"{
    ""title"": ""Basket of Potatoes"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September 1885"",
    ""details"": ""oil on canvas, 45.0 cm x 60.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0154V1962,Baskets of Potatoes,https://vangoghmuseum.nl/en/collection/s0154V1962,https://vangoghmuseum.nl/asset/download/s0154V1962,True,"{
    ""title"": ""Baskets of Potatoes"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, September 1885"",
    ""details"": ""oil on canvas, 65.0 cm x 78.5 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0155V1962,Self-Portrait,https://vangoghmuseum.nl/en/collection/s0155V1962,https://vangoghmuseum.nl/asset/download/s0155V1962,True,"{
    ""title"": ""Self-Portrait"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, March-June 1887"",
    ""details"": ""oil on cardboard, 19.1 cm x 14.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0156V1962,Self-Portrait,https://vangoghmuseum.nl/en/collection/s0156V1962,https://vangoghmuseum.nl/asset/download/s0156V1962,True,"{
    ""title"": ""Self-Portrait"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, Summer 1887"",
    ""details"": ""oil on cardboard, 19.0 cm x 14.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0157V1962,Self-Portrait or Portrait of Theo van Gogh,https://vangoghmuseum.nl/en/collection/s0157V1962,https://vangoghmuseum.nl/asset/download/s0157V1962,True,"{
    ""title"": ""Self-Portrait or Portrait of Theo van Gogh"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, Summer 1887"",
    ""details"": ""oil on cardboard, 19.0 cm x 14.1 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0158V1962,Self-Portrait with Pipe,https://vangoghmuseum.nl/en/collection/s0158V1962,https://vangoghmuseum.nl/asset/download/s0158V1962,True,"{
    ""title"": ""Self-Portrait with Pipe"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, September-November 1886"",
    ""details"": ""oil on canvas, 46.0 cm x 38.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
s0159V1962,Self-Portrait,https://vangoghmuseum.nl/en/collection/s0159V1962,https://vangoghmuseum.nl/asset/download/s0159V1962,True,"{
    ""title"": ""Self-Portrait"",
    ""on-view"": ""None"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, March-June 1886"",
    ""details"": ""oil on canvas, 27.2 cm x 19.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",,,
